Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;14;PSICOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;441;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;14;PSICOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;340;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;14;PSICOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;325;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;15;TRABAJO SOCIAL;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;134;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;15;TRABAJO SOCIAL;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;136;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;15;TRABAJO SOCIAL;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;281;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;15;TRABAJO SOCIAL;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;281;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;16;SOCIOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;322;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;16;SOCIOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;323;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;16;SOCIOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;161;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;16;SOCIOLOGIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;569;Sociología, trabajo social y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;165;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;17;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;527;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;17;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;516;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;17;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;287;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;17;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;302;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;18;ECONOMÍA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;594;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;18;ECONOMÍA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;605;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;18;ECONOMÍA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;212;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;18;ECONOMÍA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;196;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;19;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;427;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;19;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;403;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;19;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;246;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;19;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;235;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;20;FILOSOFIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;568;Filosofía, teología y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;231;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;20;FILOSOFIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;568;Filosofía, teología y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;227;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;20;FILOSOFIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;568;Filosofía, teología y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;78;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;20;FILOSOFIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;568;Filosofía, teología y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;69;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;21;HISTORIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;159;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;21;HISTORIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;139;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;21;HISTORIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;63;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;21;HISTORIA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;54;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;22;LITERATURA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;123;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;22;LITERATURA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;110;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;22;LITERATURA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;92;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;22;LITERATURA;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;80;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;23;FILOLOGIA E IDIOMAS;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;402;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;23;FILOLOGIA E IDIOMAS;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;390;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;23;FILOLOGIA E IDIOMAS;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;262;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;23;FILOLOGIA E IDIOMAS;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;279;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;24;INGENIERIA AGRICOLA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;287;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;24;INGENIERIA AGRICOLA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;301;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;24;INGENIERIA AGRICOLA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;130;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;24;INGENIERIA AGRICOLA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;140;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;25;INGENIERIA CIVIL;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;957;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;25;INGENIERIA CIVIL;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;939;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;25;INGENIERIA CIVIL;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;200;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;25;INGENIERIA CIVIL;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;204;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;26;INGENIERIA DE SISTEMAS;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;748;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;26;INGENIERIA DE SISTEMAS;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;771;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;26;INGENIERIA DE SISTEMAS;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;61;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;26;INGENIERIA DE SISTEMAS;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;65;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;27;INGENIERIA ELECTRICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;828;Ingeniería eléctrica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;541;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;27;INGENIERIA ELECTRICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;828;Ingeniería eléctrica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;513;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;27;INGENIERIA ELECTRICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;828;Ingeniería eléctrica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;70;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;27;INGENIERIA ELECTRICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;828;Ingeniería eléctrica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;62;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;28;INGENIERIA MECANICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;831;Ingeniería mecánica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;706;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;28;INGENIERIA MECANICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;831;Ingeniería mecánica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;711;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;28;INGENIERIA MECANICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;831;Ingeniería mecánica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;73;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;28;INGENIERIA MECANICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;831;Ingeniería mecánica y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;2;73;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;29;INGENIERIA QUIMICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;1;735;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;29;INGENIERIA QUIMICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;1;HOMBRE;2016;2;707;;;;;;;;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;29;INGENIERIA QUIMICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;2;MUJER;2016;1;437;;;;;;;;
